OTUID,Y11_Spring_1,Y11_Spring_2,Y11_Spring_3,Y11_Spring_4,Y11_Summer_1,Y11_Summer_2,Y11_Summer_3,Y11_Summer_4,Y2_Spring_1,Y2_Spring_2,Y2_Spring_3,Y2_Spring_4,Y2_Summer_1,Y2_Summer_2,Y2_Summer_3,Y2_Summer_4,Y5_Spring_1,Y5_Spring_2,Y5_Spring_3,Y5_Spring_4,Y5_Summer_1,Y5_Summer_2,Y5_Summer_3,Y5_Summer_4,Y8_Spring_1,Y8_Spring_2,Y8_Spring_3,Y8_Spring_4,Y8_Summer_1,Y8_Summer_2,Y8_Summer_3,Y8_Summer_4
ASV_4654,18,13,19,23,12,1,5,2,1,3,8,0,1,0,4,2,44,98,28,22,10,5,1,6,13,14,38,7,4,6,4,17
ASV_5286,16,9,4,10,34,6,2,22,0,0,5,3,5,2,1,0,20,36,97,2,1,8,1,5,61,4,4,5,4,34,10,11
ASV_5550,5,3,23,8,3,18,26,4,7,18,19,13,14,5,27,31,9,9,9,6,8,1,7,14,10,32,16,9,43,6,7,10
ASV_3547,32,24,49,25,4,10,1,2,0,0,0,0,0,0,0,0,27,13,30,36,9,28,12,7,7,13,9,30,4,20,13,13
ASV_5671,23,11,32,14,27,12,20,12,17,4,9,2,1,0,7,1,22,5,21,7,35,18,19,26,15,6,6,3,4,6,7,20
ASV_4964,2,3,4,0,0,5,5,2,25,28,14,56,33,21,22,84,2,3,7,3,14,3,12,5,12,14,0,5,7,4,2,5
ASV_7433,26,55,15,16,3,9,7,18,14,10,1,1,0,0,0,4,5,17,1,19,3,12,3,10,28,20,8,76,6,3,4,7
ASV_7704,29,32,33,41,9,10,10,18,1,0,0,3,2,0,0,1,7,28,0,8,1,16,2,8,17,13,8,17,16,8,22,33
ASV_8728,8,15,9,9,1,0,4,3,11,7,17,12,3,13,8,4,36,20,24,58,6,17,15,4,28,12,9,3,8,4,19,6
ASV_7243,12,12,2,7,0,9,4,3,17,4,17,8,12,36,23,10,26,11,25,29,20,12,21,12,17,4,8,4,14,5,3,5
ASV_7424,15,11,22,20,4,10,17,4,2,0,11,8,3,2,5,4,19,16,24,18,43,12,14,22,3,4,12,7,16,16,13,6
ASV_6610,27,26,47,20,4,18,9,2,0,0,2,8,0,0,0,3,10,36,11,9,7,6,6,15,23,27,19,17,12,5,7,6
ASV_6281,13,16,49,27,10,12,12,6,15,7,19,18,8,4,4,1,5,16,17,7,11,3,7,15,16,17,15,9,7,10,3,1
ASV_5201,35,27,10,15,6,6,4,13,0,0,3,1,1,1,1,0,17,19,14,17,5,10,11,14,30,11,16,7,13,12,19,34
ASV_7459,11,8,6,1,4,18,12,6,61,49,6,2,0,0,0,2,0,17,0,19,1,8,2,5,9,19,5,79,5,2,11,4
ASV_7123,11,7,19,17,4,10,15,6,0,0,0,0,10,2,5,5,15,1,15,4,16,17,14,2,18,14,25,32,16,26,26,19
ASV_5516,10,10,15,20,25,3,15,12,6,0,22,2,0,0,2,0,13,8,20,14,10,11,5,23,12,14,30,12,7,8,16,13
ASV_7691,12,15,8,29,8,10,3,6,1,0,51,2,0,0,14,2,13,16,28,5,4,5,4,4,16,16,7,23,7,16,14,17
ASV_6003,15,40,48,28,3,8,5,4,9,2,7,5,6,4,0,3,11,11,6,42,1,8,6,10,2,4,15,4,6,13,5,24
ASV_7850,10,22,41,31,1,7,26,5,5,0,15,4,1,1,5,1,17,7,3,7,3,5,10,7,21,17,19,4,41,7,3,8
ASV_6059,13,13,11,9,0,3,1,1,4,0,1,1,0,0,2,15,16,18,21,34,33,16,21,3,6,14,13,11,20,22,20,11
ASV_5209,6,15,2,8,1,10,9,21,6,29,10,13,3,7,1,7,11,14,7,2,9,21,16,10,31,13,8,25,15,11,4,6
ASV_5932,5,5,4,1,2,23,2,8,25,27,11,37,10,32,10,13,6,6,16,8,16,11,17,2,7,12,6,16,0,4,4,1
ASV_7744,12,8,16,8,5,14,10,8,2,6,5,6,5,3,4,12,9,8,10,10,6,21,7,7,24,17,16,44,11,11,7,12
ASV_4437,33,15,25,19,6,14,15,6,6,1,0,1,1,0,0,1,7,11,14,10,9,10,17,8,12,16,16,18,9,14,15,13
ASV_7733,20,26,10,7,19,14,18,13,0,0,3,1,0,0,0,0,17,13,0,34,5,21,3,7,22,15,12,14,11,12,14,7
ASV_7983,27,10,68,15,5,7,6,1,14,8,4,8,5,1,3,3,18,16,14,3,14,2,5,4,11,7,6,9,8,12,14,8
ASV_4755,0,2,2,1,2,3,5,26,3,1,10,8,7,48,44,30,2,6,1,10,4,19,15,31,1,4,2,2,16,7,3,21
ASV_8685,13,23,12,7,21,5,11,11,2,0,4,0,11,2,4,3,10,7,10,19,9,16,6,22,17,11,13,18,12,12,15,9
ASV_7605,6,23,31,30,2,9,18,6,18,17,12,6,2,8,5,6,20,2,3,1,13,3,6,5,15,14,0,4,28,5,2,13
ASV_7450,25,18,44,10,1,7,0,4,0,0,1,0,0,0,0,1,31,9,9,8,68,8,5,2,26,15,3,19,6,6,4,1
ASV_4052,1,6,13,5,0,6,0,4,18,9,28,55,12,13,19,18,13,2,13,11,5,3,17,5,9,11,8,6,3,1,1,5
ASV_7071,16,10,11,20,8,6,9,6,9,0,3,4,2,0,4,4,28,18,8,6,13,10,6,3,29,18,10,14,11,9,14,7
ASV_4878,7,2,1,2,68,8,63,2,4,1,1,5,3,16,6,4,1,5,0,1,15,4,9,14,0,1,1,1,12,10,15,34
ASV_8050,3,5,4,7,25,9,25,32,1,1,9,2,12,6,23,5,1,5,3,1,17,2,7,6,1,5,2,1,14,43,18,16
ASV_2974,33,38,7,14,6,5,5,7,1,2,0,0,1,1,1,1,6,46,5,43,1,10,1,11,12,4,6,19,7,1,9,7
ASV_7176,9,4,6,7,5,5,7,7,44,0,4,1,3,5,2,1,4,16,1,20,1,6,1,6,45,2,9,53,8,10,9,9
ASV_8334,12,12,2,5,8,5,5,8,21,6,41,27,6,2,7,0,9,9,5,17,3,9,10,12,11,6,6,5,15,10,4,12
ASV_7762,10,11,11,6,2,14,3,7,4,5,3,0,1,0,4,5,4,16,10,4,37,36,15,3,16,13,12,36,10,4,4,4
ASV_6698,9,0,21,15,14,3,9,7,12,3,13,16,8,6,13,1,17,28,16,1,4,0,0,3,5,31,9,4,23,4,4,10
ASV_1885,9,7,9,16,2,7,2,1,40,17,31,24,4,11,5,2,6,18,4,19,5,2,4,11,26,5,3,8,6,1,1,2
ASV_5261,10,43,13,5,10,6,3,7,3,1,15,16,0,3,2,1,11,16,12,21,5,1,2,6,17,6,30,8,7,11,6,11
ASV_6249,7,10,18,10,0,0,4,4,16,6,5,33,13,15,10,3,26,16,14,14,2,1,4,2,1,7,6,21,9,6,5,18
ASV_6847,13,18,7,11,3,2,2,3,35,21,23,7,10,11,2,13,3,5,3,6,3,6,4,5,13,25,6,35,2,1,5,3
ASV_7954,15,19,21,8,6,13,14,6,3,5,0,1,0,0,0,2,5,20,10,4,13,39,11,10,8,8,5,20,17,7,8,6
ASV_5402,11,20,18,15,10,25,6,12,3,5,5,0,0,1,1,2,6,5,3,7,8,11,7,30,13,9,5,15,14,13,16,8
ASV_8676,3,7,4,3,7,4,4,16,0,0,1,1,68,5,7,9,11,7,2,33,12,5,27,19,3,2,8,3,4,6,7,15
ASV_5989,12,14,8,6,4,19,6,2,3,2,4,5,2,1,0,2,19,18,23,15,5,4,5,6,12,22,19,23,10,7,16,7
ASV_6576,0,1,4,2,0,6,2,0,79,79,10,15,8,4,2,18,4,10,4,1,0,4,2,3,7,13,4,6,3,3,3,0
ASV_4514,8,6,15,14,5,5,13,5,19,8,34,4,5,8,10,5,15,18,12,3,4,4,3,9,10,20,10,4,12,3,2,3
ASV_7187,13,15,16,23,11,6,3,9,1,0,6,2,4,1,3,2,24,11,22,8,14,11,10,19,0,11,16,4,11,9,7,3
ASV_7076,4,3,11,5,1,1,0,6,3,2,2,2,25,108,29,56,1,0,2,0,6,10,8,0,0,2,0,1,2,1,0,4
ASV_8699,2,6,2,4,1,1,1,3,0,0,0,0,0,0,0,0,38,6,12,9,11,9,7,3,70,2,5,30,27,22,15,8
ASV_4628,2,3,10,2,0,9,9,3,19,31,7,12,11,15,35,32,8,10,5,2,5,13,8,3,5,5,1,5,16,2,1,1
ASV_8069,18,5,12,20,3,1,1,3,2,5,9,0,1,0,0,0,11,18,29,19,1,6,3,13,40,23,10,22,6,3,2,4
ASV_3565,11,16,17,20,13,20,21,10,10,4,8,1,1,1,8,15,15,2,5,5,5,6,4,23,13,7,4,6,7,6,4,1
ASV_7293,18,8,21,22,1,13,5,11,5,4,0,1,0,0,0,0,10,14,12,14,6,47,4,3,5,12,2,30,5,2,6,8
ASV_8025,2,12,2,26,39,4,4,3,0,5,9,1,3,0,6,0,17,11,6,9,3,2,1,7,9,20,51,9,6,9,7,6
ASV_7290,7,9,6,20,1,6,3,4,2,0,2,7,11,0,3,0,14,1,26,32,5,9,16,3,7,34,16,9,5,12,9,9
ASV_6041,18,6,4,4,7,2,3,10,19,0,7,15,3,14,4,1,10,11,8,12,9,6,7,14,18,7,4,7,14,19,12,11
ASV_7641,17,19,8,6,14,13,9,15,0,0,0,0,0,0,0,0,18,2,7,9,19,18,8,14,7,4,9,7,14,17,13,19
ASV_8174,10,15,12,48,54,8,18,10,0,0,0,0,0,0,0,0,12,14,5,5,1,1,7,2,9,11,3,3,16,7,4,9
ASV_7875,0,2,7,1,0,16,7,19,7,7,8,3,10,97,20,25,6,1,4,5,2,0,8,6,6,0,1,1,13,1,0,0
ASV_8529,0,1,0,0,0,0,2,0,67,52,18,42,29,6,13,9,3,0,4,2,3,1,6,0,8,7,3,1,0,3,3,0
ASV_7377,26,13,8,27,9,13,6,4,1,0,4,7,18,10,1,3,9,3,3,4,4,6,6,6,17,7,6,35,6,12,4,4
ASV_7688,9,13,3,3,10,8,5,26,0,0,0,12,1,0,2,5,6,3,2,14,8,13,6,12,2,3,26,6,19,17,23,23
ASV_7224,12,13,5,15,72,10,6,20,1,3,0,0,2,0,0,0,2,5,1,4,11,5,3,12,18,6,5,11,7,12,12,6
ASV_7596,17,16,33,36,4,2,6,9,0,2,3,0,0,0,0,1,10,21,5,9,1,12,0,4,16,12,21,21,5,6,4,3
ASV_7495,57,20,9,18,11,7,3,14,2,1,0,1,2,2,0,2,4,8,2,9,4,5,5,8,18,5,4,12,7,12,13,11
ASV_4490,16,28,18,15,5,8,3,6,0,0,1,0,0,0,0,0,13,8,10,23,3,11,3,12,25,6,11,19,2,8,14,6
ASV_5339,5,7,2,3,1,7,7,21,22,16,15,9,11,25,11,21,14,4,9,1,3,9,14,7,1,1,2,2,16,7,0,1
ASV_7915,6,6,16,10,10,6,9,5,0,0,0,1,0,0,0,0,18,11,11,10,34,14,9,10,2,9,12,18,4,16,18,7
ASV_7639,23,13,19,22,4,0,6,6,12,5,10,2,2,0,3,1,12,20,11,15,7,2,6,13,14,7,4,16,5,6,5,1
ASV_7184,15,14,12,22,1,2,3,5,1,0,7,5,0,1,12,1,7,14,26,20,12,1,4,0,32,10,16,5,11,3,5,4
ASV_7235,22,14,7,13,3,1,4,6,0,0,0,1,0,0,0,0,10,14,12,16,8,12,10,23,7,7,12,18,4,13,21,9
ASV_29,6,9,3,0,1,2,10,2,60,21,8,5,0,6,0,4,3,11,2,13,2,4,5,1,29,10,8,27,7,4,2,2
ASV_6562,13,18,26,33,2,0,2,3,6,2,19,5,2,1,1,0,23,22,11,16,7,1,1,6,15,8,5,9,1,2,2,5
ASV_7598,3,32,24,20,1,4,4,7,64,26,5,2,0,0,0,4,1,9,3,19,2,3,3,3,3,7,1,9,4,2,0,2
ASV_8657,1,0,0,0,0,0,0,8,3,1,1,187,1,5,0,1,7,25,5,1,13,7,1,0,0,0,0,0,0,0,0,0
ASV_7610,6,7,2,1,2,2,1,5,65,26,9,36,12,5,10,10,3,7,2,7,4,9,2,2,10,3,4,13,0,0,1,1
ASV_5,4,19,8,4,6,11,14,8,9,2,5,5,15,18,17,14,8,6,3,13,7,14,7,7,5,2,7,8,5,8,4,3
ASV_8493,2,0,0,0,0,0,0,0,51,43,36,27,27,4,13,35,4,1,2,0,3,0,3,1,4,7,1,1,0,0,0,0
ASV_7696,5,33,11,9,0,5,0,6,3,0,3,1,6,2,3,0,9,8,18,10,10,16,4,8,5,9,5,46,6,15,5,4
ASV_2945,1,1,3,4,2,5,3,3,0,11,1,9,79,56,46,17,1,0,0,0,4,2,4,1,2,1,0,3,3,2,1,0
ASV_7107,3,2,35,11,0,3,11,1,22,10,0,1,10,4,4,4,6,29,10,2,0,1,3,0,20,53,14,4,0,1,1,0
ASV_7592,6,41,15,7,14,2,10,2,0,0,5,1,1,1,1,0,13,6,12,11,1,5,11,1,6,13,56,3,3,10,4,1
ASV_7029,4,25,32,16,7,5,6,3,13,21,15,33,3,3,3,2,2,1,3,4,2,0,3,3,13,10,8,4,4,3,3,7
ASV_7009,0,10,15,4,1,1,3,9,39,23,36,33,15,7,7,3,1,3,2,1,0,0,6,10,5,2,1,2,6,15,1,0
ASV_8463,1,6,21,7,0,22,17,0,20,38,6,6,8,4,4,24,3,2,1,2,3,0,5,3,1,20,1,3,22,1,2,5
ASV_5120,16,24,21,19,9,6,4,8,1,0,3,0,0,0,2,0,14,6,6,17,13,6,9,15,8,10,7,7,5,7,5,8
ASV_2809,21,11,11,6,6,9,3,8,7,0,2,1,0,0,0,1,2,4,9,2,3,4,4,1,30,9,9,63,4,6,13,7
ASV_6789,7,21,8,9,9,44,14,6,9,5,1,5,0,1,0,10,4,4,2,10,13,2,14,7,10,6,6,13,5,6,1,4
ASV_7928,17,3,8,12,2,4,2,0,14,1,0,0,0,0,0,0,43,15,8,2,39,2,7,1,12,11,5,15,10,6,14,2
ASV_5603,6,15,4,9,9,4,12,11,0,0,0,0,1,0,0,0,4,4,5,3,6,9,2,3,18,14,11,25,14,13,19,33
ASV_8640,17,12,4,3,0,1,0,34,2,2,4,93,1,5,1,1,1,28,4,5,8,12,5,1,0,7,1,2,0,0,0,0
ASV_7514,12,28,42,23,5,4,1,2,5,4,8,2,0,1,1,0,18,9,13,5,5,3,3,6,11,19,9,7,1,4,1,1
ASV_5646,7,2,18,8,0,5,1,4,0,0,0,0,0,0,0,0,30,4,25,12,11,12,23,4,2,6,41,26,0,3,1,8
ASV_8453,0,0,0,0,0,0,0,0,115,15,39,10,17,27,16,5,0,0,0,0,2,0,1,0,3,1,0,0,0,1,0,0
ASV_6747,3,3,11,1,59,5,5,10,5,0,10,2,1,0,0,3,4,27,3,9,8,0,1,5,11,4,1,2,11,20,4,23
ASV_3531,3,3,4,2,1,3,4,2,57,19,57,15,10,2,4,11,1,0,1,0,1,4,2,2,3,3,5,11,1,9,6,4
ASV_6341,24,17,21,13,4,3,2,6,4,11,1,0,1,0,0,5,10,13,8,2,5,5,3,7,8,6,3,24,9,11,14,9
ASV_3463,7,12,18,8,2,10,6,8,5,0,1,0,0,0,1,5,6,8,9,6,6,51,6,3,6,5,10,25,4,11,5,4
ASV_7740,11,15,32,16,1,6,6,5,51,9,11,3,3,2,0,3,3,10,2,3,1,3,2,2,3,16,3,14,6,1,2,3
ASV_2836,4,5,13,5,12,17,21,2,11,4,11,12,7,11,17,14,0,1,0,4,0,2,5,1,3,9,8,7,20,0,3,19
ASV_19,5,10,3,7,2,12,5,6,45,9,4,2,0,5,2,5,1,8,2,10,0,4,3,3,18,13,7,31,15,3,1,7
ASV_5413,17,28,15,5,1,5,11,3,10,1,2,1,1,1,2,0,14,8,12,15,2,5,1,5,12,8,4,31,7,4,11,6
ASV_3,5,7,10,4,3,0,1,1,4,2,5,12,17,29,28,20,2,2,2,5,6,9,7,4,1,2,3,1,8,14,10,23
ASV_2789,11,17,9,10,3,9,6,8,6,1,8,13,4,4,2,16,8,3,8,8,10,3,6,5,6,17,6,16,5,8,3,7
ASV_7659,10,4,26,6,5,6,11,4,3,0,0,1,0,1,0,1,11,4,10,9,13,26,16,9,5,8,7,5,13,12,12,7
ASV_6673,8,15,22,34,4,17,4,14,0,0,3,0,2,1,1,1,22,9,16,5,5,3,5,6,0,4,7,18,4,6,5,4
ASV_6983,2,10,7,7,0,5,4,4,33,23,15,7,3,2,1,6,3,12,3,30,1,7,0,2,17,5,4,24,1,3,2,2
ASV_4054,2,10,11,5,13,8,14,9,0,0,1,0,1,0,0,1,7,10,10,16,12,14,9,26,10,2,8,4,8,11,12,11
ASV_6184,22,14,20,32,7,4,24,6,2,0,1,0,1,0,2,0,8,13,8,2,3,4,2,8,10,8,8,16,11,3,0,5
ASV_44,3,2,1,5,2,8,13,4,5,9,10,4,36,58,31,11,3,3,1,4,3,3,4,3,0,0,1,1,5,5,1,4
ASV_4117,7,15,22,11,0,1,1,3,1,1,69,8,0,0,3,0,26,4,5,6,1,2,5,8,3,11,3,14,3,6,3,1
ASV_5588,7,3,6,3,0,0,0,3,1,2,36,8,0,2,0,3,10,25,11,22,6,3,2,4,13,16,9,30,3,3,8,3
ASV_6138,8,8,8,11,6,10,3,10,1,19,4,22,3,2,0,9,5,6,4,6,13,11,6,10,19,4,1,12,5,5,5,5
ASV_6153,22,28,35,13,0,8,3,4,9,0,0,0,0,0,1,1,6,4,3,3,3,11,1,4,2,24,6,18,8,7,11,5
ASV_1772,16,11,20,13,6,2,9,6,10,2,4,4,1,0,4,5,15,11,3,7,9,9,3,3,16,9,7,13,6,6,5,5
ASV_4620,17,7,12,9,7,18,11,26,2,1,0,0,1,0,0,2,6,6,3,13,4,15,8,8,9,1,3,4,9,12,13,12
ASV_6532,12,17,3,16,27,1,3,0,4,0,17,1,2,0,6,0,15,9,15,21,3,6,3,6,11,8,14,5,4,6,2,2
ASV_8038,11,5,28,16,2,5,18,9,9,2,12,1,4,1,6,6,14,8,13,6,4,4,6,10,4,11,2,6,8,2,6,0
ASV_6641,13,17,12,11,8,12,10,12,3,2,5,1,0,1,0,0,6,2,2,9,10,7,5,8,5,7,4,25,6,15,9,11
ASV_6559,3,2,9,4,0,5,7,1,25,23,9,12,9,10,13,35,9,6,3,4,1,10,1,1,10,12,4,3,2,1,1,2
ASV_159,0,2,0,0,4,0,5,7,3,2,2,6,15,80,8,44,0,0,0,0,0,6,17,3,0,0,0,0,11,8,6,7
ASV_6998,0,0,0,1,2,0,4,2,56,8,31,10,13,29,23,16,1,4,3,2,0,3,2,0,2,1,6,2,5,0,0,10
ASV_13,3,9,2,5,2,5,1,7,16,1,7,2,20,34,11,6,6,8,2,11,3,8,8,3,12,0,4,11,10,9,6,3
ASV_6763,5,6,17,5,0,10,5,2,4,6,4,14,0,1,4,3,28,16,6,4,8,9,13,0,32,4,3,10,6,3,3,2
ASV_5458,8,13,2,4,10,2,3,1,22,1,19,12,6,1,2,0,6,7,3,12,6,7,3,7,14,2,4,1,5,15,12,20
ASV_8427,5,2,10,2,0,0,2,4,7,2,6,20,30,28,23,9,4,9,2,4,0,5,4,3,3,6,1,3,3,7,3,23
ASV_6261,6,9,16,13,9,3,17,2,23,2,1,3,5,0,11,0,17,6,9,11,5,2,2,9,12,2,7,3,8,2,5,9
ASV_3820,8,0,3,8,4,1,1,0,5,2,38,0,1,1,1,0,11,28,6,4,1,0,2,2,21,1,55,11,11,0,1,1
ASV_6207,18,8,15,22,3,1,2,0,0,0,2,0,0,0,0,0,22,6,13,6,0,10,2,1,9,9,25,11,6,17,10,7
ASV_7676,14,2,11,5,0,7,0,7,7,3,8,13,0,4,5,7,37,6,19,1,12,0,10,1,8,27,3,6,0,0,0,1
ASV_6452,8,3,5,2,2,4,12,2,0,0,0,0,7,7,17,8,12,4,8,11,22,14,17,12,3,3,4,1,11,12,5,7
ASV_2968,21,26,8,9,2,0,3,4,7,0,6,4,1,1,0,1,10,6,13,17,3,4,4,2,22,15,8,7,4,7,4,4
ASV_5163,4,7,7,7,14,2,8,4,0,0,0,0,8,1,1,1,23,7,15,14,7,5,9,7,4,8,5,3,8,17,18,8
ASV_4623,1,3,0,3,0,2,0,4,31,12,20,15,1,10,7,16,3,14,2,22,4,5,4,17,14,4,1,2,2,2,1,0
ASV_7128,2,8,6,11,6,1,2,1,0,0,13,1,3,0,4,2,8,5,2,9,0,0,1,0,9,1,107,5,1,1,5,8
ASV_5512,6,16,8,14,5,6,14,4,0,0,0,0,0,0,0,0,21,5,6,10,5,6,2,19,1,4,9,14,12,18,5,11
ASV_5383,5,23,8,3,39,6,11,4,0,0,0,0,0,0,0,0,8,3,2,11,4,14,8,6,2,4,16,2,6,17,11,8
ASV_59,1,2,4,4,4,11,14,3,53,12,3,3,1,3,2,1,0,4,2,7,2,8,4,3,8,8,3,25,13,2,4,6
ASV_5927,4,1,2,3,0,6,2,0,15,27,12,34,26,4,9,23,2,1,1,3,0,0,3,0,19,13,2,5,1,0,2,0
ASV_8673,2,6,7,8,4,3,5,0,12,8,1,3,7,2,12,1,11,6,9,7,23,20,5,17,1,1,3,1,6,9,9,10
ASV_5132,22,9,28,23,4,3,6,5,10,0,1,4,0,0,3,1,6,6,0,4,4,4,2,4,24,4,18,4,6,1,7,4
ASV_6438,16,9,17,6,1,0,0,1,4,0,0,1,2,1,1,0,16,17,11,12,4,7,10,3,19,8,3,5,15,17,4,7
ASV_2181,11,6,2,8,1,3,3,2,37,7,31,13,3,17,11,3,4,2,1,10,0,4,2,2,12,3,4,2,4,2,0,7
ASV_6295,3,9,4,4,0,0,1,4,6,5,7,32,15,17,12,11,5,0,2,9,1,10,3,3,1,2,5,0,4,15,10,17
ASV_4053,1,4,83,8,0,1,3,4,6,20,2,28,2,0,2,28,2,1,1,2,0,2,0,2,0,8,3,0,4,0,0,0
ASV_4017,15,32,26,21,2,2,9,5,12,6,6,2,2,0,1,2,4,9,2,7,0,2,1,2,4,13,3,6,6,3,3,8
ASV_6608,6,11,15,13,1,1,3,4,0,0,1,0,0,0,1,0,11,12,39,15,28,6,7,7,2,3,12,2,0,2,7,7
ASV_7880,5,2,19,14,3,7,11,5,14,23,7,3,8,14,6,12,14,2,1,2,0,3,2,1,4,2,0,14,5,1,8,4
ASV_8459,0,0,0,0,0,1,1,0,31,24,6,21,39,16,12,31,1,0,1,1,0,1,5,0,4,8,3,2,3,3,0,2
ASV_6101,5,4,29,10,4,15,14,7,1,2,0,0,0,0,0,0,3,9,2,4,5,12,6,9,14,3,7,22,8,0,12,7
ASV_17,0,3,1,5,6,5,2,2,6,0,22,11,1,3,11,3,13,0,35,17,2,3,5,5,16,6,6,5,3,7,4,6
ASV_6339,2,3,16,7,0,9,17,4,18,8,27,8,5,12,20,8,4,1,1,3,5,1,3,2,2,4,4,5,8,1,1,3
ASV_7477,8,13,11,9,0,5,2,2,8,14,37,16,4,9,1,1,6,5,4,9,4,1,2,3,12,5,5,6,4,0,3,2
ASV_5481,14,10,10,21,7,7,11,6,1,0,26,5,0,1,0,0,5,3,4,5,3,6,3,2,15,8,19,9,2,4,1,3
ASV_5515,4,0,23,18,7,14,15,8,0,0,0,0,0,0,4,0,7,24,3,4,2,3,1,5,6,17,12,5,15,5,2,7
ASV_8117,5,4,21,1,10,2,2,3,1,0,0,0,0,0,0,0,3,5,13,11,15,12,1,25,14,5,0,10,0,12,7,29
ASV_12,10,12,10,4,2,7,6,7,14,5,10,3,12,13,4,12,8,6,3,6,7,7,7,5,7,6,3,5,4,4,0,2
ASV_4051,12,25,13,11,2,2,3,0,2,1,1,3,2,1,0,0,11,16,8,13,5,0,0,6,34,14,1,11,4,3,5,1
